AFFGEOID,Geography,Percent_below_poverty_level,Percent_with_public_health_coverage
0500000US48083,"Coleman County, Texas",20.3,25.4
0500000US48085,"Collin County, Texas",6.9,10
0500000US48087,"Collingsworth County, Texas",15,18.3
0500000US48089,"Colorado County, Texas",12,20.9
0500000US48091,"Comal County, Texas",9.2,18.8
0500000US48093,"Comanche County, Texas",18.2,25.7
0500000US48095,"Concho County, Texas",8.5,23.9
0500000US48097,"Cooke County, Texas",13.9,19.6
0500000US48099,"Coryell County, Texas",13.3,13.8
0500000US48101,"Cottle County, Texas",24.5,26.6
0500000US48103,"Crane County, Texas",11.8,12.3
0500000US48105,"Crockett County, Texas",20.9,13.6
0500000US48107,"Crosby County, Texas",20.8,18.9
0500000US48109,"Culberson County, Texas",29.4,22.2
0500000US48111,"Dallam County, Texas",15.9,12.3
0500000US48113,"Dallas County, Texas",17.7,11.3
0500000US48115,"Dawson County, Texas",18.5,19
0500000US48117,"Deaf Smith County, Texas",18,13.5
0500000US48119,"Delta County, Texas",22.9,22.1
0500000US48121,"Denton County, Texas",8.4,9.6
0500000US48123,"DeWitt County, Texas",16,20.7
0500000US48125,"Dickens County, Texas",16.6,28.7
0500000US48127,"Dimmit County, Texas",30.2,15.9
0500000US48129,"Donley County, Texas",14.9,25.1
0500000US48131,"Duval County, Texas",25.2,21.5
0500000US48133,"Eastland County, Texas",17.4,24.7
0500000US48135,"Ector County, Texas",12.3,11.1
0500000US48137,"Edwards County, Texas",7,31.4
0500000US48139,"Ellis County, Texas",10.5,13.2
0500000US48141,"El Paso County, Texas",21.7,12.9
0500000US48143,"Erath County, Texas",22.6,14.4
0500000US48145,"Falls County, Texas",25.2,20.7
0500000US48147,"Fannin County, Texas",14.8,20.8
0500000US48149,"Fayette County, Texas",9.1,23.3
0500000US48151,"Fisher County, Texas",17.4,25.5
0500000US48153,"Floyd County, Texas",18.2,19.2
0500000US48155,"Foard County, Texas",5.7,27.5
0500000US48157,"Fort Bend County, Texas",8.1,9.9
0500000US48159,"Franklin County, Texas",15,23.5
0500000US48161,"Freestone County, Texas",17.3,21.8
0500000US48163,"Frio County, Texas",20.3,16.3
0500000US48165,"Gaines County, Texas",11,9.5
0500000US48167,"Galveston County, Texas",13.9,14.9
0500000US48169,"Garza County, Texas",13.5,18.1
0500000US48171,"Gillespie County, Texas",12.4,29.6
0500000US48173,"Glasscock County, Texas",11.6,12.9
0500000US48175,"Goliad County, Texas",16.4,24.4
0500000US48177,"Gonzales County, Texas",17.2,17.1
0500000US48179,"Gray County, Texas",14.9,18.4
0500000US48181,"Grayson County, Texas",14.3,19
0500000US48183,"Gregg County, Texas",17.6,16
0500000US48185,"Grimes County, Texas",18.6,17.9
0500000US48187,"Guadalupe County, Texas",10.6,14.5
0500000US48189,"Hale County, Texas",19.8,14.4
0500000US48191,"Hall County, Texas",22.2,23.9
0500000US48193,"Hamilton County, Texas",16.1,25.6
0500000US48195,"Hansford County, Texas",18.7,15.3
0500000US48197,"Hardeman County, Texas",13.8,27.2
0500000US48199,"Hardin County, Texas",12,17.6
0500000US48201,"Harris County, Texas",16.8,10.3
0500000US48203,"Harrison County, Texas",17.9,17.9
0500000US48205,"Hartley County, Texas",8.1,16.4
0500000US48207,"Haskell County, Texas",19.3,26.5
0500000US48209,"Hays County, Texas",15.3,11.1
0500000US48211,"Hemphill County, Texas",8.8,13.3
0500000US48213,"Henderson County, Texas",18,24
0500000US48215,"Hidalgo County, Texas",31.8,11.6
0500000US48217,"Hill County, Texas",17.5,21.8
0500000US48219,"Hockley County, Texas",14.9,15.5
0500000US48221,"Hood County, Texas",12.3,25.7
0500000US48223,"Hopkins County, Texas",17.9,19.8
0500000US48225,"Houston County, Texas",24.7,25.5
0500000US48227,"Howard County, Texas",13.9,15.9
0500000US48229,"Hudspeth County, Texas",35.6,20
0500000US48231,"Hunt County, Texas",18.8,18.5
0500000US48233,"Hutchinson County, Texas",16.4,17.7
0500000US48235,"Irion County, Texas",13.5,21.4
0500000US48237,"Jack County, Texas",18.2,20.7
0500000US48239,"Jackson County, Texas",13.7,18.5
0500000US48241,"Jasper County, Texas",16.8,22.4
0500000US48243,"Jeff Davis County, Texas",6.7,34.1
0500000US48245,"Jefferson County, Texas",19.4,16
0500000US48247,"Jim Hogg County, Texas",26,19.7
0500000US48249,"Jim Wells County, Texas",23,16.4
0500000US48251,"Johnson County, Texas",11,14.6
0500000US48253,"Jones County, Texas",15.9,24.2
0500000US48255,"Karnes County, Texas",19.3,17.9
0500000US48257,"Kaufman County, Texas",12.4,13.5
0500000US48259,"Kendall County, Texas",5.7,19.3
0500000US48261,"Kenedy County, Texas",24.8,15.6
0500000US48263,"Kent County, Texas",17.9,25
0500000US48265,"Kerr County, Texas",13.8,28.5
0500000US48267,"Kimble County, Texas",22.1,30.8
0500000US48269,"King County, Texas",3.5,7.3
0500000US48271,"Kinney County, Texas",10.6,23.1
0500000US48273,"Kleberg County, Texas",23.7,14.5
0500000US48275,"Knox County, Texas",14.7,19
0500000US48277,"Lamar County, Texas",17.8,20.3
0500000US48279,"Lamb County, Texas",20.5,16.7
0500000US48281,"Lampasas County, Texas",12,19.5
0500000US48283,"La Salle County, Texas",8.2,20.4
0500000US48285,"Lavaca County, Texas",10.5,22.7
0500000US48287,"Lee County, Texas",13.8,18.2
0500000US48289,"Leon County, Texas",16.3,26.1
0500000US48291,"Liberty County, Texas",16.2,16.2
0500000US48293,"Limestone County, Texas",20.7,20.7
0500000US48295,"Lipscomb County, Texas",10.5,15.5
0500000US48297,"Live Oak County, Texas",16.3,22.9
0500000US48299,"Llano County, Texas",12.5,37.1
0500000US48301,"Loving County, Texas",17.1,24.3
0500000US48303,"Lubbock County, Texas",18.8,13.3
0500000US48305,"Lynn County, Texas",18,18.2
0500000US48307,"McCulloch County, Texas",16.3,23.7
0500000US48309,"McLennan County, Texas",19.3,15.3
0500000US48311,"McMullen County, Texas",7,26.2
0500000US48313,"Madison County, Texas",15.4,21.3
0500000US48315,"Marion County, Texas",22.3,27.7
0500000US48317,"Martin County, Texas",7,12.5
0500000US48319,"Mason County, Texas",12.6,26.7
0500000US48321,"Matagorda County, Texas",20.6,17.5
0500000US48323,"Maverick County, Texas",24.5,13.2
0500000US48325,"Medina County, Texas",12.7,17.9
0500000US48327,"Menard County, Texas",9.8,27.7
0500000US48329,"Midland County, Texas",8.7,10.9
0500000US48331,"Milam County, Texas",16,21.4
0500000US48333,"Mills County, Texas",14.9,27.9
0500000US48335,"Mitchell County, Texas",7.9,18.9
0500000US48337,"Montague County, Texas",15.5,24.5
0500000US48339,"Montgomery County, Texas",10.3,13.5
0500000US48341,"Moore County, Texas",16.9,10.2
0500000US48343,"Morris County, Texas",15.7,22.5
0500000US48345,"Motley County, Texas",12.2,29.9
0500000US48347,"Nacogdoches County, Texas",24.9,14.8
0500000US48349,"Navarro County, Texas",18.8,18.5
0500000US48351,"Newton County, Texas",15.7,23.3
0500000US48353,"Nolan County, Texas",16.8,20.5
0500000US48355,"Nueces County, Texas",16.7,15.3
0500000US48357,"Ochiltree County, Texas",13,10.5
0500000US48359,"Oldham County, Texas",11.1,20.8
0500000US48361,"Orange County, Texas",14.2,17.6
0500000US48363,"Palo Pinto County, Texas",18.3,22
0500000US48365,"Panola County, Texas",15.3,19
0500000US48367,"Parker County, Texas",9.2,16.1
0500000US48369,"Parmer County, Texas",17.3,13.9
0500000US48371,"Pecos County, Texas",11.5,15.7
0500000US48373,"Polk County, Texas",18.7,23.5
0500000US48375,"Potter County, Texas",21.7,13.4
0500000US48377,"Presidio County, Texas",26.3,21.7
0500000US48379,"Rains County, Texas",13.1,27.2
0500000US48381,"Randall County, Texas",9.6,15
0500000US48383,"Reagan County, Texas",18,11.4
0500000US48385,"Real County, Texas",20.2,34.2
0500000US48387,"Red River County, Texas",16.5,26.6
0500000US48389,"Reeves County, Texas",13.2,16.2
0500000US48391,"Refugio County, Texas",16.6,23.3
0500000US48393,"Roberts County, Texas",3.3,21.1
0500000US48395,"Robertson County, Texas",15.2,19.9
0500000US48397,"Rockwall County, Texas",5.8,12.5
0500000US48399,"Runnels County, Texas",16.3,21.6
0500000US48401,"Rusk County, Texas",15.8,18
0500000US48403,"Sabine County, Texas",20,33.4
0500000US48405,"San Augustine County, Texas",24.4,28
0500000US48407,"San Jacinto County, Texas",17.2,23.9
0500000US48409,"San Patricio County, Texas",15.2,15.2
0500000US48411,"San Saba County, Texas",17.4,26.1
0500000US48413,"Schleicher County, Texas",10.2,17.1
0500000US48415,"Scurry County, Texas",12.8,17.9
0500000US48417,"Shackelford County, Texas",17.7,20.5
0500000US48419,"Shelby County, Texas",23.1,20.1
0500000US48421,"Sherman County, Texas",14.8,14.8
0500000US48423,"Smith County, Texas",16.3,17.2
0500000US48425,"Somervell County, Texas",21.5,21.5
0500000US48427,"Starr County, Texas",35,13.4
0500000US48429,"Stephens County, Texas",21.3,20.6
0500000US48431,"Sterling County, Texas",17,15.4
0500000US48433,"Stonewall County, Texas",13.9,26.5
0500000US48435,"Sutton County, Texas",6.5,17.6
0500000US48437,"Swisher County, Texas",22.2,20.7
0500000US48439,"Tarrant County, Texas",13.5,11.4
0500000US48441,"Taylor County, Texas",16.1,15.5
0500000US48443,"Terrell County, Texas",17.1,32.7
0500000US48445,"Terry County, Texas",13.7,18.3
0500000US48447,"Throckmorton County, Texas",17.1,29
0500000US48449,"Titus County, Texas",19.3,14.4
0500000US48451,"Tom Green County, Texas",12.9,16.8
0500000US48453,"Travis County, Texas",13.9,9.5
0500000US48455,"Trinity County, Texas",18.4,29.9
0500000US48457,"Tyler County, Texas",15.8,29
0500000US48459,"Upshur County, Texas",13.8,19.7
0500000US48461,"Upton County, Texas",18,14.3
0500000US48463,"Uvalde County, Texas",17.9,17.2
0500000US48465,"Val Verde County, Texas",20.9,15.4
0500000US48467,"Van Zandt County, Texas",14.2,22.7
0500000US48469,"Victoria County, Texas",14.8,16.2
0500000US48471,"Walker County, Texas",24.3,15.6
0500000US48473,"Waller County, Texas",18,12.9
0500000US48475,"Ward County, Texas",11.6,15.6
0500000US48477,"Washington County, Texas",13.2,22
0500000US48479,"Webb County, Texas",31.5,9.8
0500000US48481,"Wharton County, Texas",17.5,17.4
0500000US48483,"Wheeler County, Texas",19.2,17.5
0500000US48485,"Wichita County, Texas",18.9,17.7
0500000US48487,"Wilbarger County, Texas",16.5,18.9
0500000US48489,"Willacy County, Texas",35.6,16.2
0500000US48491,"Williamson County, Texas",7,12.1
0500000US48493,"Wilson County, Texas",10.2,15.6
0500000US48495,"Winkler County, Texas",17.9,11.7
0500000US48497,"Wise County, Texas",13,16.3
0500000US48499,"Wood County, Texas",13.3,29.4
0500000US48501,"Yoakum County, Texas",12.3,11.9
0500000US48503,"Young County, Texas",16.5,20.4
0500000US48505,"Zapata County, Texas",34.1,12.6
0500000US48507,"Zavala County, Texas",36.2,18.2
0500000US49001,"Beaver County, Utah",10.5,15.9
0500000US49003,"Box Elder County, Utah",10.2,13.3
0500000US49005,"Cache County, Utah",15.2,9.4
0500000US49007,"Carbon County, Utah",16.2,17.7
0500000US49009,"Daggett County, Utah",4,21.9
0500000US49011,"Davis County, Utah",6.2,10
0500000US49013,"Duchesne County, Utah",12.7,12.1
0500000US49015,"Emery County, Utah",12.9,17.6
0500000US49017,"Garfield County, Utah",13.1,21.5
0500000US49019,"Grand County, Utah",12.7,18.6
0500000US49021,"Iron County, Utah",20.9,14.1
0500000US49023,"Juab County, Utah",12.8,12.5
0500000US49025,"Kane County, Utah",11.1,22.4
0500000US49027,"Millard County, Utah",11.6,16.7
0500000US49029,"Morgan County, Utah",2.4,11.7
0500000US49031,"Piute County, Utah",12.9,31.3
0500000US49033,"Rich County, Utah",18,19.2
0500000US49035,"Salt Lake County, Utah",10.4,11
0500000US49037,"San Juan County, Utah",28.4,14.1
0500000US49039,"Sanpete County, Utah",16.9,15.7
0500000US49041,"Sevier County, Utah",13.3,17.3
0500000US49043,"Summit County, Utah",7.5,10.2
0500000US49045,"Tooele County, Utah",6.9,9.7
0500000US49047,"Uintah County, Utah",11.6,11.3
0500000US49049,"Utah County, Utah",11.8,7.7
0500000US49051,"Wasatch County, Utah",7.8,10.9
0500000US49053,"Washington County, Utah",14.2,21.5
0500000US49055,"Wayne County, Utah",9.2,20.7
0500000US49057,"Weber County, Utah",12.1,12.6
0500000US50001,"Addison County, Vermont",7.8,19.1
0500000US50003,"Bennington County, Vermont",12.8,24.6
0500000US50005,"Caledonia County, Vermont",12.3,21.9
0500000US50007,"Chittenden County, Vermont",11.3,15.2
0500000US50009,"Essex County, Vermont",15.5,29
0500000US50011,"Franklin County, Vermont",8,16.8
0500000US50013,"Grand Isle County, Vermont",7.5,19.6
0500000US50015,"Lamoille County, Vermont",14,18.3
0500000US50017,"Orange County, Vermont",11.5,21.3
0500000US50019,"Orleans County, Vermont",14.2,24.2
0500000US50021,"Rutland County, Vermont",11.4,22.9
0500000US50023,"Washington County, Vermont",11.8,19.7
0500000US50025,"Windham County, Vermont",14.1,23.4
0500000US50027,"Windsor County, Vermont",10.2,23.7
0500000US51001,"Accomack County, Virginia",19.8,23.3
0500000US51003,"Albemarle County, Virginia",9.8,16.9
0500000US51005,"Alleghany County, Virginia",19.3,27.7
0500000US51007,"Amelia County, Virginia",13,19.7
0500000US51009,"Amherst County, Virginia",13.4,23.2
0500000US51011,"Appomattox County, Virginia",14.4,21.1
0500000US51013,"Arlington County, Virginia",8.2,10.6
0500000US51015,"Augusta County, Virginia",8.8,22.1
0500000US51017,"Bath County, Virginia",9.3,24.2
0500000US51019,"Bedford County, Virginia",8.9,21.8
0500000US51021,"Bland County, Virginia",8.3,26.1
0500000US51023,"Botetourt County, Virginia",7.7,22.7
0500000US51025,"Brunswick County, Virginia",20.9,24.9
0500000US51027,"Buchanan County, Virginia",26.5,30.1
0500000US51029,"Buckingham County, Virginia",16.6,22.5
0500000US51031,"Campbell County, Virginia",11.7,22.1
0500000US51033,"Caroline County, Virginia",11.9,17.8
0500000US51035,"Carroll County, Virginia",14.6,26.7
0500000US51036,"Charles City County, Virginia",13.2,25.3
0500000US51037,"Charlotte County, Virginia",22.7,23.8
0500000US51041,"Chesterfield County, Virginia",7.2,14.4
0500000US51043,"Clarke County, Virginia",10.4,19.9
0500000US51045,"Craig County, Virginia",9.3,28.1
0500000US51047,"Culpeper County, Virginia",8.9,17.2
0500000US51049,"Cumberland County, Virginia",21.8,22.6
0500000US51051,"Dickenson County, Virginia",23,31.7
0500000US51053,"Dinwiddie County, Virginia",14.8,19.4
0500000US51057,"Essex County, Virginia",12.3,22.3
0500000US51059,"Fairfax County, Virginia",6.1,11.9
0500000US51061,"Fauquier County, Virginia",6.2,15.7
0500000US51063,"Floyd County, Virginia",12,23.3
0500000US51065,"Fluvanna County, Virginia",6.1,19.6
0500000US51067,"Franklin County, Virginia",14.8,25.5
0500000US51069,"Frederick County, Virginia",5.6,17.3
0500000US51071,"Giles County, Virginia",11.3,25
0500000US51073,"Gloucester County, Virginia",8.7,20
0500000US51075,"Goochland County, Virginia",5.3,22.5
0500000US51077,"Grayson County, Virginia",20.2,27
0500000US51079,"Greene County, Virginia",9.4,16.8
0500000US51081,"Greensville County, Virginia",17,22.5
0500000US51083,"Halifax County, Virginia",18.7,26
0500000US51085,"Hanover County, Virginia",5.8,16.9
0500000US51087,"Henrico County, Virginia",10.4,15.4
0500000US51089,"Henry County, Virginia",19.2,27.5
0500000US51091,"Highland County, Virginia",10.6,43.7
0500000US51093,"Isle of Wight County, Virginia",10.3,18.6
0500000US51095,"James City County, Virginia",7.5,24.3
0500000US51097,"King and Queen County, Virginia",15.6,23.6
0500000US51099,"King George County, Virginia",5.7,13.7
0500000US51101,"King William County, Virginia",10.9,16.4
0500000US51103,"Lancaster County, Virginia",11,35.9
0500000US51105,"Lee County, Virginia",26.2,27.9
0500000US51107,"Loudoun County, Virginia",3.7,8.2
0500000US51109,"Louisa County, Virginia",11.8,20.7
0500000US51111,"Lunenburg County, Virginia",18.6,24.5
0500000US51113,"Madison County, Virginia",9.8,22.3
0500000US51115,"Mathews County, Virginia",10.6,28.8
0500000US51117,"Mecklenburg County, Virginia",16.9,27.1
0500000US51119,"Middlesex County, Virginia",10.2,31.8
0500000US51121,"Montgomery County, Virginia",23.8,13.4
0500000US51125,"Nelson County, Virginia",14.9,26.3
0500000US51127,"New Kent County, Virginia",5.1,17.7
0500000US51131,"Northampton County, Virginia",20.3,28
0500000US51133,"Northumberland County, Virginia",13.5,36.3
0500000US51135,"Nottoway County, Virginia",21.5,21.9
0500000US51137,"Orange County, Virginia",8.9,21.7
0500000US51139,"Page County, Virginia",17,24.3
0500000US51141,"Patrick County, Virginia",20.2,29.4
0500000US51143,"Pittsylvania County, Virginia",14.7,24.3
0500000US51145,"Powhatan County, Virginia",5.5,19
0500000US51147,"Prince Edward County, Virginia",21.4,17.5
0500000US51149,"Prince George County, Virginia",12.3,17
0500000US51153,"Prince William County, Virginia",7,9.1
0500000US51155,"Pulaski County, Virginia",13.9,25
0500000US51157,"Rappahannock County, Virginia",8.9,27.8
0500000US51159,"Richmond County, Virginia",17.4,25.3
0500000US51161,"Roanoke County, Virginia",8,21.2
0500000US51163,"Rockbridge County, Virginia",15.6,26.8
0500000US51165,"Rockingham County, Virginia",10.2,19.6
0500000US51167,"Russell County, Virginia",17.6,27.8
0500000US51169,"Scott County, Virginia",17.7,28.4
0500000US51171,"Shenandoah County, Virginia",10.3,22.4
0500000US51173,"Smyth County, Virginia",17.4,26
0500000US51175,"Southampton County, Virginia",11.7,20.1
0500000US51177,"Spotsylvania County, Virginia",8,13.8
0500000US51179,"Stafford County, Virginia",4.7,10.3
0500000US51181,"Surry County, Virginia",13.6,22.1
0500000US51183,"Sussex County, Virginia",17.8,27.2
0500000US51185,"Tazewell County, Virginia",15.6,26.2
0500000US51187,"Warren County, Virginia",9.8,16.5
0500000US51191,"Washington County, Virginia",14.6,25.7
0500000US51193,"Westmoreland County, Virginia",9.5,26.2
0500000US51195,"Wise County, Virginia",19.9,25.3
0500000US51197,"Wythe County, Virginia",15.2,24.3
0500000US51199,"York County, Virginia",5.2,15.6
0500000US51510,"Alexandria city, Virginia",10.5,10.3
0500000US51520,"Bristol city, Virginia",21.3,24.8
0500000US51530,"Buena Vista city, Virginia",20.8,20.6
0500000US51540,"Charlottesville city, Virginia",24.5,11.6
0500000US51550,"Chesapeake city, Virginia",9.6,14.1
0500000US51570,"Colonial Heights city, Virginia",13.2,22.2
0500000US51580,"Covington city, Virginia",19.9,26.7
0500000US51590,"Danville city, Virginia",21.5,23.7
0500000US51595,"Emporia city, Virginia",30.9,19.8
0500000US51600,"Fairfax city, Virginia",7.8,12.7
0500000US51610,"Falls Church city, Virginia",2.9,12
0500000US51620,"Franklin city, Virginia",16.6,21
0500000US51630,"Fredericksburg city, Virginia",16.3,11.9
0500000US51640,"Galax city, Virginia",21.2,23.6
0500000US51650,"Hampton city, Virginia",14.9,16.9
0500000US51660,"Harrisonburg city, Virginia",29,9.8
0500000US51670,"Hopewell city, Virginia",21.2,18.4
0500000US51678,"Lexington city, Virginia",21.4,18.6
0500000US51680,"Lynchburg city, Virginia",22.3,16.4
0500000US51683,"Manassas city, Virginia",8.8,9.5
0500000US51685,"Manassas Park city, Virginia",10.3,9
0500000US51690,"Martinsville city, Virginia",24,22.8
0500000US51700,"Newport News city, Virginia",16.4,14.4
0500000US51710,"Norfolk city, Virginia",21,13.4
0500000US51720,"Norton city, Virginia",25.7,21.6
0500000US51730,"Petersburg city, Virginia",27.6,20.8
0500000US51735,"Poquoson city, Virginia",4.9,19.5
0500000US51740,"Portsmouth city, Virginia",17.7,17.2
0500000US51750,"Radford city, Virginia",37.5,12.2
0500000US51760,"Richmond city, Virginia",25.2,15
0500000US51770,"Roanoke city, Virginia",21.6,19.2
0500000US51775,"Salem city, Virginia",8.9,18.9
0500000US51790,"Staunton city, Virginia",13.3,22.3
0500000US51800,"Suffolk city, Virginia",11.2,15.5
0500000US51810,"Virginia Beach city, Virginia",8,14.3
0500000US51820,"Waynesboro city, Virginia",17.4,21.7
0500000US51830,"Williamsburg city, Virginia",21.5,15
0500000US51840,"Winchester city, Virginia",12.5,16
0500000US53001,"Adams County, Washington",23.1,11.4
0500000US53003,"Asotin County, Washington",13.5,24.7
0500000US53005,"Benton County, Washington",13.4,15.5
0500000US53007,"Chelan County, Washington",12.8,19.6
0500000US53009,"Clallam County, Washington",17.1,30.3
0500000US53011,"Clark County, Washington",10.3,15.5
0500000US53013,"Columbia County, Washington",14.5,28.8
0500000US53015,"Cowlitz County, Washington",16.9,21
0500000US53017,"Douglas County, Washington",13.7,17.3
0500000US53019,"Ferry County, Washington",21.2,29.3
0500000US53021,"Franklin County, Washington",15.9,9.2
0500000US53023,"Garfield County, Washington",11.7,24.1
0500000US53025,"Grant County, Washington",15.9,15
0500000US53027,"Grays Harbor County, Washington",16,24
0500000US53029,"Island County, Washington",9.5,26.2
0500000US53031,"Jefferson County, Washington",12.8,35.9
0500000US53033,"King County, Washington",10.2,13.1
0500000US53035,"Kitsap County, Washington",9.9,18.9
0500000US53037,"Kittitas County, Washington",19.6,16.8
0500000US53039,"Klickitat County, Washington",14.9,24.8
0500000US53041,"Lewis County, Washington",16,23.5
0500000US53043,"Lincoln County, Washington",13.7,28.4
0500000US53045,"Mason County, Washington",16.2,26
0500000US53047,"Okanogan County, Washington",21.8,23.1
0500000US53049,"Pacific County, Washington",18.6,32.3
0500000US53051,"Pend Oreille County, Washington",16.6,27.4
0500000US53053,"Pierce County, Washington",12.2,15
0500000US53055,"San Juan County, Washington",10.7,31.6
0500000US53057,"Skagit County, Washington",14.3,21
0500000US53059,"Skamania County, Washington",13.3,21
0500000US53061,"Snohomish County, Washington",8.8,13.6
0500000US53063,"Spokane County, Washington",15.2,17.3
0500000US53065,"Stevens County, Washington",15.6,24.9
0500000US53067,"Thurston County, Washington",11.6,17.5
0500000US53069,"Wahkiakum County, Washington",13.9,35.3
0500000US53071,"Walla Walla County, Washington",14.4,19.3
0500000US53073,"Whatcom County, Washington",15.3,17.5
0500000US53075,"Whitman County, Washington",27.5,11.5
0500000US53077,"Yakima County, Washington",19,15.2
0500000US54001,"Barbour County, West Virginia",22.5,21.1
0500000US54003,"Berkeley County, West Virginia",13,16.4
0500000US54005,"Boone County, West Virginia",24.4,24.5
0500000US54007,"Braxton County, West Virginia",22.1,23.5
0500000US54009,"Brooke County, West Virginia",13,24.5
0500000US54011,"Cabell County, West Virginia",23.2,21.5
0500000US54013,"Calhoun County, West Virginia",17.1,26.9
0500000US54015,"Clay County, West Virginia",25.2,24.5
0500000US54017,"Doddridge County, West Virginia",14.9,25.9
0500000US54019,"Fayette County, West Virginia",20,24.7
0500000US54021,"Gilmer County, West Virginia",25,23.4
0500000US54023,"Grant County, West Virginia",12.7,26
0500000US54025,"Greenbrier County, West Virginia",17.8,25.4
0500000US54027,"Hampshire County, West Virginia",16.9,24.4
0500000US54029,"Hancock County, West Virginia",13.5,23.8
0500000US54031,"Hardy County, West Virginia",14.8,23.1
0500000US54033,"Harrison County, West Virginia",15,21.1
0500000US54035,"Jackson County, West Virginia",14.7,22.4
0500000US54037,"Jefferson County, West Virginia",9.9,15.4
0500000US54039,"Kanawha County, West Virginia",16.5,22.5
0500000US54041,"Lewis County, West Virginia",19.8,22.6
0500000US54043,"Lincoln County, West Virginia",24.9,24.2
0500000US54045,"Logan County, West Virginia",22.5,24.9
0500000US54047,"McDowell County, West Virginia",34.9,28.4
0500000US54049,"Marion County, West Virginia",16.1,21.6
0500000US54051,"Marshall County, West Virginia",15.2,23.5
0500000US54053,"Mason County, West Virginia",19.3,24.8
0500000US54055,"Mercer County, West Virginia",21.4,25.2
0500000US54057,"Mineral County, West Virginia",14.8,22.4
0500000US54059,"Mingo County, West Virginia",28.9,25.2
0500000US54061,"Monongalia County, West Virginia",21.3,13.1
0500000US54063,"Monroe County, West Virginia",17.2,29
0500000US54065,"Morgan County, West Virginia",11.1,26
0500000US54067,"Nicholas County, West Virginia",18.6,25.3
0500000US54069,"Ohio County, West Virginia",13.7,22.1
0500000US54071,"Pendleton County, West Virginia",18.7,28.8
0500000US54073,"Pleasants County, West Virginia",16.6,20.9
0500000US54075,"Pocahontas County, West Virginia",17.6,28.1
0500000US54077,"Preston County, West Virginia",15.2,21.7
0500000US54079,"Putnam County, West Virginia",9.3,19.2
0500000US54081,"Raleigh County, West Virginia",17.6,23.9
0500000US54083,"Randolph County, West Virginia",18.3,24.5
0500000US54085,"Ritchie County, West Virginia",18.5,25.5
0500000US54087,"Roane County, West Virginia",19.3,26.1
0500000US54089,"Summers County, West Virginia",19,28.8
0500000US54091,"Taylor County, West Virginia",15.7,22.2
0500000US54093,"Tucker County, West Virginia",15.3,28.5
0500000US54095,"Tyler County, West Virginia",16.4,24.6
0500000US54097,"Upshur County, West Virginia",21.2,21.5
0500000US54099,"Wayne County, West Virginia",20.8,24.4
0500000US54101,"Webster County, West Virginia",26.7,25.7
0500000US54103,"Wetzel County, West Virginia",23.2,25.6
0500000US54105,"Wirt County, West Virginia",21.2,22.7
0500000US54107,"Wood County, West Virginia",16.9,23.2
0500000US54109,"Wyoming County, West Virginia",22.2,27.1
0500000US55001,"Adams County, Wisconsin",13,32.8
0500000US55003,"Ashland County, Wisconsin",14.6,20.4
0500000US55005,"Barron County, Wisconsin",11.5,23.8
0500000US55007,"Bayfield County, Wisconsin",11,27.5
0500000US55009,"Brown County, Wisconsin",11.3,15.2
0500000US55011,"Buffalo County, Wisconsin",10.7,22.4
0500000US55013,"Burnett County, Wisconsin",14.6,29.9
0500000US55015,"Calumet County, Wisconsin",5.9,14.8
0500000US55017,"Chippewa County, Wisconsin",10.7,19
0500000US55019,"Clark County, Wisconsin",13.2,16.9
0500000US55021,"Columbia County, Wisconsin",8.3,17.9
0500000US55023,"Crawford County, Wisconsin",13,23.9
0500000US55025,"Dane County, Wisconsin",12.4,13.1
0500000US55027,"Dodge County, Wisconsin",8.8,18.3
0500000US55029,"Door County, Wisconsin",8.4,30.1
0500000US55031,"Douglas County, Wisconsin",14.2,19.1
0500000US55033,"Dunn County, Wisconsin",12.8,17.1
0500000US55035,"Eau Claire County, Wisconsin",14.5,16.7
0500000US55037,"Florence County, Wisconsin",8.4,28.1
0500000US55039,"Fond du Lac County, Wisconsin",8.5,18.5
0500000US55041,"Forest County, Wisconsin",17.5,24.7
0500000US55043,"Grant County, Wisconsin",15.3,17.9
0500000US55045,"Green County, Wisconsin",8.9,18.1
0500000US55047,"Green Lake County, Wisconsin",11.4,23.5
0500000US55049,"Iowa County, Wisconsin",9,19.1
0500000US55051,"Iron County, Wisconsin",15.2,31.1
0500000US55053,"Jackson County, Wisconsin",13,20.4
0500000US55055,"Jefferson County, Wisconsin",9.8,17.7
0500000US55057,"Juneau County, Wisconsin",14.3,23.6
0500000US55059,"Kenosha County, Wisconsin",14.5,15.2
0500000US55061,"Kewaunee County, Wisconsin",9.2,20.8
0500000US55063,"La Crosse County, Wisconsin",14.4,16.4
0500000US55065,"Lafayette County, Wisconsin",10.4,19.4
0500000US55067,"Langlade County, Wisconsin",14.8,25
0500000US55069,"Lincoln County, Wisconsin",9.2,22.1
0500000US55071,"Manitowoc County, Wisconsin",10.2,20.7
0500000US55073,"Marathon County, Wisconsin",10.3,17.7
0500000US55075,"Marinette County, Wisconsin",13.2,25.1
0500000US55077,"Marquette County, Wisconsin",11.8,27.3
0500000US55078,"Menominee County, Wisconsin",35.8,14.9
0500000US55079,"Milwaukee County, Wisconsin",20.5,14.6
0500000US55081,"Monroe County, Wisconsin",12.6,16.9
0500000US55083,"Oconto County, Wisconsin",9.1,21.1
0500000US55085,"Oneida County, Wisconsin",9,26.2
